situation,domain,emotions,negative_thought,distortions,prefix,input_text,target_text
"Trying to sleep, baby crying.",Family,"Depressed, Irritated, Tired, ",I no longer have a life. I’ll be changing diapers and taking care of kids for the rest of my life.,"Overgeneralization, Mental Filter, Jumping to Conclusions (Fortune Teller Error), ",cbt,"Trying to sleep, baby crying. I no longer have a life. I’ll be changing diapers and taking care of kids for the rest of my life.","At some point, the child will grow up and as they grow, you would not have to take care of them anymore. "
"Trying to sleep, baby crying.",Family,"Depressed, Irritated, Tired, ",I no longer have a life. I’ll be changing diapers and taking care of kids for the rest of my life.,"Overgeneralization, Mental Filter, Jumping to Conclusions (Fortune Teller Error), ",cbt,"Trying to sleep, baby crying. I no longer have a life. I’ll be changing diapers and taking care of kids for the rest of my life.","I will work hard to take care of my baby during this time where they need help, and then I will enjoy the different stages of their life and be the best parent I can be. I will make some sacrifices of my free time because I love my child, but I will strive to have a balance in my life between work and relaxation. I will seek out other people around me who can help me take care of my child. "
"Trying to sleep, baby crying.",Family,"Depressed, Irritated, Tired, ",All my other plans and ambitions are now out of reach.,"All-or-Nothing Thinking, Magnification, ",cbt,"Trying to sleep, baby crying. All my other plans and ambitions are now out of reach.","Everything seems to be overwhelming at the moment, however, when you are in a better mood, you will definitely find there to still be time for your other plans and ambitions. Also, the child will eventually become an adult and you will have more time for your plans. "
"Trying to sleep, baby crying.",Family,"Depressed, Irritated, Tired, ",All my other plans and ambitions are now out of reach.,"All-or-Nothing Thinking, Magnification, ",cbt,"Trying to sleep, baby crying. All my other plans and ambitions are now out of reach.","I am aware of what my goals are, and so I can slowly take steps towards becoming the kind of person who can achieve those goals. I will take my journey slowly and update my goals as I go, since my desires may change as I get older. I will try many things and see what brings me fulfillment."
"Took daughter to first pediatrician check-up, was told she needs to gain weight faster.",Family,"Depressed, Overwhelmed, ",My daughter will get sick and have some permanent damage. She could die.,"Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,"Took daughter to first pediatrician check-up, was told she needs to gain weight faster. My daughter will get sick and have some permanent damage. She could die.",There is no evidence that your daughter will get sick she is only undernourished or in need of gaining a little more weight in either case no harm will come to her and she especially will not die.
"Took daughter to first pediatrician check-up, was told she needs to gain weight faster.",Family,"Depressed, Overwhelmed, ",My daughter will get sick and have some permanent damage. She could die.,"Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,"Took daughter to first pediatrician check-up, was told she needs to gain weight faster. My daughter will get sick and have some permanent damage. She could die.","The doctor did not indicate that her condition was life-threatening. If it was, she would be hospitalized. I now know the problem I need to solve and so I can research how to solve the problem such as high protein and caloric foods that will speed up her weight gain. "
"Took daughter to first pediatrician check-up, was told she needs to gain weight faster.",Family,"Depressed, Overwhelmed, ",My daughter will get sick and have some permanent damage. She could die.,"Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,"Took daughter to first pediatrician check-up, was told she needs to gain weight faster. My daughter will get sick and have some permanent damage. She could die.","She's going to be ok. Many people were in the same situation, with the help of a doctor it's gonna be ok."
"Took daughter to first pediatrician check-up, was told she needs to gain weight faster.",Family,"Depressed, Overwhelmed, ",It's all my fault. I should be a better mother.,"All-or-Nothing Thinking, Should Statements, Labeling, Personalization and Blaming, ",cbt,"Took daughter to first pediatrician check-up, was told she needs to gain weight faster. It's all my fault. I should be a better mother.","This has nothing to do with what kind of a mother you are, I'm sure you love her and want the best for her, many mothers feel like this having just given birth and can be a little over caring or cautious, this is nothing to worry about and we will have her back on track in no time if we all work together."
"Took daughter to first pediatrician check-up, was told she needs to gain weight faster.",Family,"Depressed, Overwhelmed, ",It's all my fault. I should be a better mother.,"All-or-Nothing Thinking, Should Statements, Labeling, Personalization and Blaming, ",cbt,"Took daughter to first pediatrician check-up, was told she needs to gain weight faster. It's all my fault. I should be a better mother.","No one is perfect and I am trying the best that I can. I cannot control my daughter's weight right now but with the right measures and attitude, I direct the outcome in a more beneficial way for both of us."
"Took daughter to first pediatrician check-up, was told she needs to gain weight faster.",Family,"Depressed, Overwhelmed, ",It's all my fault. I should be a better mother.,"All-or-Nothing Thinking, Should Statements, Labeling, Personalization and Blaming, ",cbt,"Took daughter to first pediatrician check-up, was told she needs to gain weight faster. It's all my fault. I should be a better mother.","I'm doing all I can, lets hope for a positive future."
"Friend walks past you in the street, without acknowledging you.",Friends,"Anxiety, ",I must have done something wrong for her to be upset with me.,"Jumping to Conclusions (Mind Reading), Personalization and Blaming, ",cbt,"Friend walks past you in the street, without acknowledging you. I must have done something wrong for her to be upset with me.",Maybe he had his own problems and his own head tied up.
"Friend walks past you in the street, without acknowledging you.",Friends,"Anxiety, ",I must have done something wrong for her to be upset with me.,"Jumping to Conclusions (Mind Reading), Personalization and Blaming, ",cbt,"Friend walks past you in the street, without acknowledging you. I must have done something wrong for her to be upset with me.","I know I didn't do anything wrong. Anyone can have bad days, maybe they are thinking about something else or preoccupied that didn't see what's happening around them."
"Friend walks past you in the street, without acknowledging you.",Friends,"Anxiety, ",I must have done something wrong for her to be upset with me.,"Jumping to Conclusions (Mind Reading), Personalization and Blaming, ",cbt,"Friend walks past you in the street, without acknowledging you. I must have done something wrong for her to be upset with me.",The other person did not notice you or they may have had something on their mind and wasn't paying attention to their surroundings. They maybe in a rush to get to their destination that they couldn't wave or initiate contact that would dely them from getting to that location.
"Friend walks past you in the street, without acknowledging you.",Friends,"Anxiety, ",I'm a terrible person that isn't funny nor charismatic. I don't have any real friends.,"All-or-Nothing Thinking, Mental Filter, Magnification, Labeling, Personalization and Blaming, ",cbt,"Friend walks past you in the street, without acknowledging you. I'm a terrible person that isn't funny nor charismatic. I don't have any real friends.","You take this situation too much, maybe he was very busy, tired, maybe you didn't notice that he smiled at you"
"Friend walks past you in the street, without acknowledging you.",Friends,"Anxiety, ",I'm a terrible person that isn't funny nor charismatic. I don't have any real friends.,"All-or-Nothing Thinking, Mental Filter, Magnification, Labeling, Personalization and Blaming, ",cbt,"Friend walks past you in the street, without acknowledging you. I'm a terrible person that isn't funny nor charismatic. I don't have any real friends.",I shouldn't care really that much if people like me or not. Most important is to be happy with yourself.
"Friend walks past you in the street, without acknowledging you.",Friends,"Anxiety, ",I'm a terrible person that isn't funny nor charismatic. I don't have any real friends.,"All-or-Nothing Thinking, Mental Filter, Magnification, Labeling, Personalization and Blaming, ",cbt,"Friend walks past you in the street, without acknowledging you. I'm a terrible person that isn't funny nor charismatic. I don't have any real friends.",You can build self-confidence by joining a class for speaking to get people skills needed to interact with others or take an emotional intelligence course to understand your way of thinking.
Offered a promotion at work.,Work,"Nervous, Fearful, ",They will find out I'm a fraud and I can't do my job.,"Mental Filter, Disqualifying the Positive, Jumping to Conclusions (Fortune Teller Error), Labeling, ",cbt,Offered a promotion at work. They will find out I'm a fraud and I can't do my job.,"You were offered this promotion by a whole committee at work, they fully evaluated your performance and based their offer on this AND the views of your clients. It simply isn't possible for you to have faked such success whilst being unfit for the role. Take note and pride in your achievements "
Offered a promotion at work.,Work,"Nervous, Fearful, ",They will find out I'm a fraud and I can't do my job.,"Mental Filter, Disqualifying the Positive, Jumping to Conclusions (Fortune Teller Error), Labeling, ",cbt,Offered a promotion at work. They will find out I'm a fraud and I can't do my job.,Take the job and get as much assistance as possible and just do your best. 
Offered a promotion at work.,Work,"Nervous, Fearful, ",I'm sure my colleagues think I don't deserve the promotion and they are talking behind my back.,"Jumping to Conclusions (Mind Reading), ",cbt,Offered a promotion at work. I'm sure my colleagues think I don't deserve the promotion and they are talking behind my back.,"Some will be jealous of your success and this is normal, they envy your work ethic and determination. Let them be jealous and show them how well suited to the role you really are"
Offered a promotion at work.,Work,"Nervous, Fearful, ",I'm sure my colleagues think I don't deserve the promotion and they are talking behind my back.,"Jumping to Conclusions (Mind Reading), ",cbt,Offered a promotion at work. I'm sure my colleagues think I don't deserve the promotion and they are talking behind my back.,I will be very gracious in my dealing with colleagues and express my own surprise at being offered the position to them. I will ask for their support. 
I dropped the fork while eating lunch at a public cafe.,Social,"Shame, Anxiety, ","I feel like a fool, everyone is probably thinking the same.","Jumping to Conclusions (Mind Reading), Emotional Reasoning, Labeling, ",cbt,"I dropped the fork while eating lunch at a public cafe. I feel like a fool, everyone is probably thinking the same.","First of all, I think it is okay to drop an object on the floor around people. Others may not be paying attention to it, or looking to see if nothing has happened. The accompanying feeling can be shame and embarrassment, because when something went wrong, someone is looking at us. You may feel terrible in this situation and not know what to do next."
I dropped the fork while eating lunch at a public cafe.,Social,"Shame, Anxiety, ",I'm sure they are judging me because I'm eating alone.,"Jumping to Conclusions (Mind Reading), ",cbt,I dropped the fork while eating lunch at a public cafe. I'm sure they are judging me because I'm eating alone.,"I think people don't see it as a punishment. If something like this happened, these people are not specifically doing it. Although the person sitting alone feels terrible for this reason, the people around him do not pay attention to it. They don't care about that person."
Some friends are going out to dinner this weekend and I wasn't invited.,Friends,"Sad, Lonely, ",My friends don't like me. They think I am boring. ,"Jumping to Conclusions (Mind Reading), Labeling, ",cbt,Some friends are going out to dinner this weekend and I wasn't invited. My friends don't like me. They think I am boring. ,It might be that they are going to a special occasion that has been organised by someone you don't know but knows your friends. 
Some friends are going out to dinner this weekend and I wasn't invited.,Friends,"Sad, Lonely, ",My friends don't like me. They think I am boring. ,"Jumping to Conclusions (Mind Reading), Labeling, ",cbt,Some friends are going out to dinner this weekend and I wasn't invited. My friends don't like me. They think I am boring. ,Maybe they forgot or just wanted some time alone.
Some friends are going out to dinner this weekend and I wasn't invited.,Friends,"Sad, Lonely, ",I will end up having no friends.,"All-or-Nothing Thinking, Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,Some friends are going out to dinner this weekend and I wasn't invited. I will end up having no friends.,That is not likely at all.
Some friends are going out to dinner this weekend and I wasn't invited.,Friends,"Sad, Lonely, ",I will end up having no friends.,"All-or-Nothing Thinking, Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,Some friends are going out to dinner this weekend and I wasn't invited. I will end up having no friends.,It's better to do not have friends than to have fake ones.
I made a suggestion at the weekly meeting and most people thought it wasn't a good idea.,Work,"Anxiety, Stress, ",I never have good ideas. I am terrible at my work.,"Overgeneralization, Mental Filter, Labeling, ",cbt,I made a suggestion at the weekly meeting and most people thought it wasn't a good idea. I never have good ideas. I am terrible at my work.,"Not because they do not take into account the idea that I express, I have to get frustrated. Probably this time it was not a good idea, but I will come up with an idea that all my colleagues agree on"
I made a suggestion at the weekly meeting and most people thought it wasn't a good idea.,Work,"Anxiety, Stress, ",I never have good ideas. I am terrible at my work.,"Overgeneralization, Mental Filter, Labeling, ",cbt,I made a suggestion at the weekly meeting and most people thought it wasn't a good idea. I never have good ideas. I am terrible at my work.,I am proud that I got out there and made a suggestion even though it want well received.
I made a suggestion at the weekly meeting and most people thought it wasn't a good idea.,Work,"Anxiety, Stress, ",My colleagues think I am stupid. ,"Jumping to Conclusions (Mind Reading), Labeling, ",cbt,I made a suggestion at the weekly meeting and most people thought it wasn't a good idea. My colleagues think I am stupid. ,"I will continue trying to contribute good ideas in the weekly meetings with my colleagues, among all we will find a very good idea"
I made a suggestion at the weekly meeting and most people thought it wasn't a good idea.,Work,"Anxiety, Stress, ",My colleagues think I am stupid. ,"Jumping to Conclusions (Mind Reading), Labeling, ",cbt,I made a suggestion at the weekly meeting and most people thought it wasn't a good idea. My colleagues think I am stupid. ,Everyone has intelligence in different areas and I shouldn't know what others think of me
I met with my thesis supervisor and she had many comments about my work.,School and College,"Stressed, Sad, ",My supervisor doesn’t like the work I am doing.,"All-or-Nothing Thinking, Jumping to Conclusions (Mind Reading), ",cbt,I met with my thesis supervisor and she had many comments about my work. My supervisor doesn’t like the work I am doing.,"Providing feedback on the work shown doesn't mean it's bad, it means there is room for improvement. They are wishing for the best for you and just want your work to be polished and improved before submission."
I met with my thesis supervisor and she had many comments about my work.,School and College,"Stressed, Sad, ",My supervisor doesn’t like the work I am doing.,"All-or-Nothing Thinking, Jumping to Conclusions (Mind Reading), ",cbt,I met with my thesis supervisor and she had many comments about my work. My supervisor doesn’t like the work I am doing.,"What were the supervisors actual words, did she praise parts of it or give ideas to help improve the thesis? Have others had similar feedback and how are they reacting, can you bounce ideas off of each other?"
I met with my thesis supervisor and she had many comments about my work.,School and College,"Stressed, Sad, ",I will never finish my thesis. I will never have a good career.,"All-or-Nothing Thinking, Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,I met with my thesis supervisor and she had many comments about my work. I will never finish my thesis. I will never have a good career.,"As long as you work hard you will be able to finish it. Deciding you won't finish it now and giving up will set that failure in stone, so as long as you work until the end there is every possibility of finishing."
I met with my thesis supervisor and she had many comments about my work.,School and College,"Stressed, Sad, ",I will never finish my thesis. I will never have a good career.,"All-or-Nothing Thinking, Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,I met with my thesis supervisor and she had many comments about my work. I will never finish my thesis. I will never have a good career.,"Set a realistic time schedule for working on the thesis. Break the work up into manageable amounts but take time out to relax and do for yourself, go for a run, have a relaxing bath with soothing music. Take each day at a time, have a workable plan with achievable goals. "
I received poor grades on a test at college.,School and College,"Depressed, Fearful, ",If I was smarter I would've passed. I'm so stupid.,"All-or-Nothing Thinking, Mental Filter, Labeling, ",cbt,I received poor grades on a test at college. If I was smarter I would've passed. I'm so stupid.,If I study harder the next time I will have a better chance of passing
I received poor grades on a test at college.,School and College,"Depressed, Fearful, ",I'm never going to be able to accomplish anything in life.,"Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,I received poor grades on a test at college. I'm never going to be able to accomplish anything in life.,One setback in life doesn't conclude that everything else will go badly.
A friend doesn't answer his phone.,Friends,"Hurt, ",He doesn't want to talk to me because I'm so boring and weird.,"Jumping to Conclusions (Mind Reading), Labeling, ",cbt,A friend doesn't answer his phone. He doesn't want to talk to me because I'm so boring and weird.,He is not answering my phone calls he might be busy.
A friend doesn't answer his phone.,Friends,"Hurt, ",He doesn't want to talk to me because I'm so boring and weird.,"Jumping to Conclusions (Mind Reading), Labeling, ",cbt,A friend doesn't answer his phone. He doesn't want to talk to me because I'm so boring and weird.,He's probably busy with something right now and can't answer. He'll probably call me back later. I should do something to not think about it now.
A friend doesn't answer his phone.,Friends,"Hurt, ",It's all my fault. Why can't I be like everyone else?,"Magnification, Should Statements, Personalization and Blaming, ",cbt,A friend doesn't answer his phone. It's all my fault. Why can't I be like everyone else?, I wonder  does  he not return my phone calls or everybody's? 
A friend doesn't answer his phone.,Friends,"Hurt, ",It's all my fault. Why can't I be like everyone else?,"Magnification, Should Statements, Personalization and Blaming, ",cbt,A friend doesn't answer his phone. It's all my fault. Why can't I be like everyone else?,"If he is my friend, he should pay more attention to me. Maybe he doesn't deserve my friendship."
A colleague repeatedly talks over me in a meeting.,Work,"Angry, Agressive, ",She did that deliberately. She is full of herself.,"Jumping to Conclusions (Mind Reading), ",cbt,A colleague repeatedly talks over me in a meeting. She did that deliberately. She is full of herself.,"is She challenging your sayings or giving similar statements as yours? , she could feel that your voice is not heard by the others or maybe she is considering you as a weak link and that’s why she is doing that, nevertheless you should discuss that in private with her and share your feelings."
A colleague repeatedly talks over me in a meeting.,Work,"Angry, Agressive, ",She did that deliberately. She is full of herself.,"Jumping to Conclusions (Mind Reading), ",cbt,A colleague repeatedly talks over me in a meeting. She did that deliberately. She is full of herself.,Shes just trying to put her point across
A colleague repeatedly talks over me in a meeting.,Work,"Angry, Agressive, ",She is a horrible person. I hate her.,"Overgeneralization, Magnification, Labeling, ",cbt,A colleague repeatedly talks over me in a meeting. She is a horrible person. I hate her.,"Again if you don’t discuss this situation with her you don’t know why she does that, labeling people is easy but trying to understand them and work with them is the hard yet right way to go."
A colleague repeatedly talks over me in a meeting.,Work,"Angry, Agressive, ",She is a horrible person. I hate her.,"Overgeneralization, Magnification, Labeling, ",cbt,A colleague repeatedly talks over me in a meeting. She is a horrible person. I hate her.,I dislike her attitude and that she dismissed me/my ideas. 
A friend invites you to a big party.,Social,"Anxious, Sad, ",I never know what to say or do at parties.  I’ll make a fool of myself if I go.,"Overgeneralization, Mental Filter, Jumping to Conclusions (Fortune Teller Error), Labeling, ",cbt,A friend invites you to a big party. I never know what to say or do at parties.  I’ll make a fool of myself if I go.,"But if you don't go, you will never meet new people and there may even be that one person that you would be friends with for life.  "
A friend invites you to a big party.,Social,"Anxious, Sad, ",I never know what to say or do at parties.  I’ll make a fool of myself if I go.,"Overgeneralization, Mental Filter, Jumping to Conclusions (Fortune Teller Error), Labeling, ",cbt,A friend invites you to a big party. I never know what to say or do at parties.  I’ll make a fool of myself if I go.,It will be a little awkward but if I go in with a positive attitude & act confident no will know. 
A friend invites you to a big party.,Social,"Anxious, Sad, ",Everyone will think I'm stupid.,"Jumping to Conclusions (Mind Reading), Jumping to Conclusions (Fortune Teller Error), Labeling, ",cbt,A friend invites you to a big party. Everyone will think I'm stupid.,"Other people are probably worrying too, you are never alone in how you think"
A friend invites you to a big party.,Social,"Anxious, Sad, ",Everyone will think I'm stupid.,"Jumping to Conclusions (Mind Reading), Jumping to Conclusions (Fortune Teller Error), Labeling, ",cbt,A friend invites you to a big party. Everyone will think I'm stupid.,I know I am smart so I’ll be fine. 
Starting to have a panic attack on the subway.,Health,"Anxiety, Fear, ",What if I pass out on the subway?,"Jumping to Conclusions (Fortune Teller Error), ",cbt,Starting to have a panic attack on the subway. What if I pass out on the subway?,"The more you stress about the worst of the situation, the more likely it is to happen. Therefore, only try and worry about the situation you are currently facing, not the ones you may face."
Starting to have a panic attack on the subway.,Health,"Anxiety, Fear, ",What if I pass out on the subway?,"Jumping to Conclusions (Fortune Teller Error), ",cbt,Starting to have a panic attack on the subway. What if I pass out on the subway?,People nearby will probably try to help or at least call an ambulance to assist me. The worst thing that could happen is the subway being empty and the being woken up at the final station. Also the probability of randomly passing out is fairly low so I shoulnd't think about it as a certainty.
Starting to have a panic attack on the subway.,Health,"Anxiety, Fear, ","If I pass out, it will be terrible. People will think I'm crazy.","Jumping to Conclusions (Mind Reading), Magnification, Labeling, ",cbt,"Starting to have a panic attack on the subway. If I pass out, it will be terrible. People will think I'm crazy.","People are much more likely to think about how they can help you, rather than wondering why something happened. If you did make a mistake which lead to this, they're not going to focus on the fact of why it happened, but rather how to help in the situation. In addition, you are not a mind reader, you should be focusing on what other people may think, but rather how you are in the situation and focusing on getting better."
Starting to have a panic attack on the subway.,Health,"Anxiety, Fear, ","If I pass out, it will be terrible. People will think I'm crazy.","Jumping to Conclusions (Mind Reading), Magnification, Labeling, ",cbt,"Starting to have a panic attack on the subway. If I pass out, it will be terrible. People will think I'm crazy.","People will understand and will try to help me, it's something that can happen to anyone and isn't something to be embarassed about."
I received a negative evaluation at work.,Work,"Fearful, Useless, ","My manager thinks I'm useless, I will probably be laid off.","All-or-Nothing Thinking, Jumping to Conclusions (Mind Reading), Jumping to Conclusions (Fortune Teller Error), Labeling, ",cbt,"I received a negative evaluation at work. My manager thinks I'm useless, I will probably be laid off.",Need to show him I am not
I received a negative evaluation at work.,Work,"Fearful, Useless, ","My manager thinks I'm useless, I will probably be laid off.","All-or-Nothing Thinking, Jumping to Conclusions (Mind Reading), Jumping to Conclusions (Fortune Teller Error), Labeling, ",cbt,"I received a negative evaluation at work. My manager thinks I'm useless, I will probably be laid off.","Sometimes there are better and worse times, don't worry, you can find another job. maybe I just had a bad day at work."
I received a negative evaluation at work.,Work,"Fearful, Useless, ",Why am I such a loser? My life is worthless.,"Magnification, Labeling, Personalization and Blaming, ",cbt,I received a negative evaluation at work. Why am I such a loser? My life is worthless.,Think positive
I received a negative evaluation at work.,Work,"Fearful, Useless, ",Why am I such a loser? My life is worthless.,"Magnification, Labeling, Personalization and Blaming, ",cbt,I received a negative evaluation at work. Why am I such a loser? My life is worthless.,Just because I got a bad grade at work doesn't mean that my life doesn't make sense.
A young man with anxiety and depression is reflecting about his accomplishments in life.,School and College,"Sad, Depressed, ","No matter how much I’ve tried, I literally cannot achieve anything in life. I have failed in everything and there is really nothing special about me. I'm worthless.","Overgeneralization, Mental Filter, Labeling, ",cbt,"A young man with anxiety and depression is reflecting about his accomplishments in life. No matter how much I’ve tried, I literally cannot achieve anything in life. I have failed in everything and there is really nothing special about me. I'm worthless.","I have tried hard and although I have not achieved everything o have wanted. I have lived my life knowing I did my best, and unique and special in my own way"
A young man with anxiety and depression is reflecting about his accomplishments in life.,School and College,"Sad, Depressed, ","All my peers have lived good lives and good childhoods. They have accomplished great things, got into great schools, gotten awards, etc. But as for me, I feel like life has sucked. My future is hopeless.","Overgeneralization, Mental Filter, Jumping to Conclusions (Fortune Teller Error), Emotional Reasoning, ",cbt,"A young man with anxiety and depression is reflecting about his accomplishments in life. All my peers have lived good lives and good childhoods. They have accomplished great things, got into great schools, gotten awards, etc. But as for me, I feel like life has sucked. My future is hopeless.",Althoughy friends appear outwardly successful. I bet they have their own concerns about about what they accomplished in life and it I shouldn't judge my future on what others are doing.
"In the last few years I have entered into a downward spiral of addiction, drugs and alcohol.",Addiction,"Sad, Depressed, ",This is all my fault. I wish I wasn’t so messed up in the head.,"Labeling, Personalization and Blaming, ",cbt,"In the last few years I have entered into a downward spiral of addiction, drugs and alcohol. This is all my fault. I wish I wasn’t so messed up in the head.","I need to find some help and support. Take one day at a day, iv been in a better place before and can get there again."
"In the last few years I have entered into a downward spiral of addiction, drugs and alcohol.",Addiction,"Sad, Depressed, ",This is all my fault. I wish I wasn’t so messed up in the head.,"Labeling, Personalization and Blaming, ",cbt,"In the last few years I have entered into a downward spiral of addiction, drugs and alcohol. This is all my fault. I wish I wasn’t so messed up in the head.",Sometimes it is like that but the most important thing is to keep going and trying to get better
"In the last few years I have entered into a downward spiral of addiction, drugs and alcohol.",Addiction,"Sad, Depressed, ",It's now too late to get out of it. Why do I always feel like every decision I make is the wrong one? I'm a worthless person.,"All-or-Nothing Thinking, Overgeneralization, Magnification, Emotional Reasoning, Labeling, ",cbt,"In the last few years I have entered into a downward spiral of addiction, drugs and alcohol. It's now too late to get out of it. Why do I always feel like every decision I make is the wrong one? I'm a worthless person.","It is never to later, just need to find the strength to ask for help. Making this decision will be a better one. I am not worthless."
"In the last few years I have entered into a downward spiral of addiction, drugs and alcohol.",Addiction,"Sad, Depressed, ",It's now too late to get out of it. Why do I always feel like every decision I make is the wrong one? I'm a worthless person.,"All-or-Nothing Thinking, Overgeneralization, Magnification, Emotional Reasoning, Labeling, ",cbt,"In the last few years I have entered into a downward spiral of addiction, drugs and alcohol. It's now too late to get out of it. Why do I always feel like every decision I make is the wrong one? I'm a worthless person.","It's never too late for anything, every mistakes makes me better and stronger"
I currently work at a  full time 8-5 job and I hate everything about it. ,Work,"Anger, Frustration, ",It sucks that life is just this endless circle of work.,"Mental Filter, Magnification, ",cbt,I currently work at a  full time 8-5 job and I hate everything about it.  It sucks that life is just this endless circle of work.,"Work is just one part of life, the part that helps provide for the ones that are important to you. Focus on the positive parts of life and make a clear distinction between them and work."
I currently work at a  full time 8-5 job and I hate everything about it. ,Work,"Anger, Frustration, ",It sucks that life is just this endless circle of work.,"Mental Filter, Magnification, ",cbt,I currently work at a  full time 8-5 job and I hate everything about it.  It sucks that life is just this endless circle of work.,Life isn't only work. We have a lot of fun after work.
I currently work at a  full time 8-5 job and I hate everything about it. ,Work,"Anger, Frustration, ",I'm never going to be able to escape and do something fulfilling with my life.,"Jumping to Conclusions (Fortune Teller Error), ",cbt,I currently work at a  full time 8-5 job and I hate everything about it.  I'm never going to be able to escape and do something fulfilling with my life.,"Other career opportunities might appear, more intriguing and enjoyable ones. Even if it pays less, it is important to feel content with what you do. Money isn't everything."
I currently work at a  full time 8-5 job and I hate everything about it. ,Work,"Anger, Frustration, ",I'm never going to be able to escape and do something fulfilling with my life.,"Jumping to Conclusions (Fortune Teller Error), ",cbt,I currently work at a  full time 8-5 job and I hate everything about it.  I'm never going to be able to escape and do something fulfilling with my life.,"No, you will. It's only a job, you can always change it."
Bullied at college for being different.,School and College,"Sadness, Depression, ",It's understandable they laugh at me. I'm ugly and not good at anything in life.,"Overgeneralization, Mental Filter, Labeling, Personalization and Blaming, ",cbt,Bullied at college for being different. It's understandable they laugh at me. I'm ugly and not good at anything in life.,"Bullying victims usually luck self confidence and that’s why they are targeted by those individuals, I can think of a dozen people that I knew from my student years that were “weird” and “different” yet they were popular and well liked by the majority of people. Never let anyone reduce you as a person to their own kicking bag, the sad reality is that you have to fight back and not let them do it, it’s in your hands."
Bullied at college for being different.,School and College,"Sadness, Depression, ",It’s really hard to believe that it will get better. I can't stand it.,"Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,Bullied at college for being different. It’s really hard to believe that it will get better. I can't stand it.,"As I said there are a lot of people that are “weird” yet popular, if you give in the negative thoughts and believe these kind of things for your self , eventually you are gonna become These things."
"Despite having a good job, I never went to college. ",School and College,"Guilt, Fear, ","I've been lucky getting this job, but if I lose it nobody else will want to hire me because I don't have a title.","Disqualifying the Positive, Jumping to Conclusions (Fortune Teller Error), ",cbt,"Despite having a good job, I never went to college.  I've been lucky getting this job, but if I lose it nobody else will want to hire me because I don't have a title.","You could go back to schoo, do not short change yourself,if you got this job you can get another job."
"Despite having a good job, I never went to college. ",School and College,"Guilt, Fear, ","I've been lucky getting this job, but if I lose it nobody else will want to hire me because I don't have a title.","Disqualifying the Positive, Jumping to Conclusions (Fortune Teller Error), ",cbt,"Despite having a good job, I never went to college.  I've been lucky getting this job, but if I lose it nobody else will want to hire me because I don't have a title.","You have a proven track record with your current employer. If you wanted to seek another job, that experience would be very positive in a new job situation."
"Despite having a good job, I never went to college. ",School and College,"Guilt, Fear, ",I should have gotten a degree back when I could. I was so stupid not to do it.,"Should Statements, Labeling, Personalization and Blaming, ",cbt,"Despite having a good job, I never went to college.  I should have gotten a degree back when I could. I was so stupid not to do it.","You can still go back to school, because it is never too late."
"Despite having a good job, I never went to college. ",School and College,"Guilt, Fear, ",I should have gotten a degree back when I could. I was so stupid not to do it.,"Should Statements, Labeling, Personalization and Blaming, ",cbt,"Despite having a good job, I never went to college.  I should have gotten a degree back when I could. I was so stupid not to do it.","It is never too late to go back to college and qualify in another role. There are many reasons why college is not a good choice at earlier times, so you should not feel bad about making that choice in the past."
I have a lot of diverse interests and my friends aren't into them.,Friends,"Loneliness, Frustration, ","My friends only talk about women, alcohol and sports. They are so boring. There is nothing of interest in their minds.","Overgeneralization, Jumping to Conclusions (Mind Reading), Labeling, ",cbt,"I have a lot of diverse interests and my friends aren't into them. My friends only talk about women, alcohol and sports. They are so boring. There is nothing of interest in their minds.","It is important to understand that your friends may have other interests, but that does not make them bad people. There should be time to discuss your interests with them, as well as you taking an interest in their likes and desires. It is not a situation where one side is better than another."
I have a lot of diverse interests and my friends aren't into them.,Friends,"Loneliness, Frustration, ","Perhaps I'm the problem, as I'm too weird. I should stop trying to make new friends, as there is nobody else like me.","All-or-Nothing Thinking, Should Statements, Labeling, Personalization and Blaming, ",cbt,"I have a lot of diverse interests and my friends aren't into them. Perhaps I'm the problem, as I'm too weird. I should stop trying to make new friends, as there is nobody else like me.","The outlook on life should be that no one is better than you, but that you are also not better than anyone else. There are many people that have niche interests and be into something that is not popular with the general population, however this could be an interesting topic for conversation with other people."
My girlfriend broke up with me.,Romantic,"Hopeless, Sad, ","She probably never loved me as I did, and she must have forgotten our relationship already.","Jumping to Conclusions (Mind Reading), ",cbt,"My girlfriend broke up with me. She probably never loved me as I did, and she must have forgotten our relationship already.",She did love you but her feelings changed and she neds to move on with her life. You are not forgotten and she will always cherish the times you had but you both need to adjust to this new situation
